@relation 'StackOverflow: -C -15'
@attribute title string
@attribute java {0,1}
@attribute android {0,1}
@attribute javascript {0,1}
@attribute multithreading {0,1}
@attribute mysql {0,1}
@attribute swing {0,1}
@attribute excepton {0,1}
@attribute eclipse {0,1}
@attribute python {0,1}
@attribute django {0,1}
@attribute dictionary {0,1}
@attribute matplotlib {0,1}
@attribute numpy {0,1}
@attribute scala {0,1}
@attribute functional-programming {0,1}
@data

'Simple and effective solution for combining Java Python PyTables and HDF5',1,0,0,0,0,0,0,1,0,0,0,0,0,0,0

'Handling missing attributes in Naive Bayes classifier',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Should i use EL 2.2 with Java EE 5/Tomcat 6.0.29 Server or app upgrade',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'jScrollPane how to store scroll position',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'MTOM Request / Non-MTOM Response',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Test case library for java.util.List implementations',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'jaxb exception management in property setters of unmarshalled class',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'For a DIV with scrollbars is it possible to make that div scroll all the way to the bottom using JQuery',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'What is the point of the (:x) character',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to get certain value from a hashmap inside an object which is a value of another hashmap',1,0,0,0,0,0,0,0,0,1,0,0,0,0,0

'How to select the format of $date in vm file',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Insert row into table with one to many in JSF',1,0,0,0,0,0,0,0,1,1,0,0,0,0,0

'Byte type is weird',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Undesired session creation',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Building drawable images to use on a surface canvas on android',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript - modify CSS on HTML tag',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'Feed dialog inside page',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Why am I getting this compile error',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java putting data in border layout',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Read image in hadoop',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java printing adding cropping on PC',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'Swiping in jQuery and Phonegap works unexpectedly',1,1,1,0,0,0,0,0,1,1,0,0,0,0,0

'Android programming book',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'How to check if a path points to an existing file with Java 7s new File API',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Easy applications for learning Java Data Structures',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Storing time elements in a structure in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How expensive is listening for events on the entire document',1,1,1,1,0,0,0,0,1,0,0,0,0,0,0

'In ExtJS does getForm().load() load combo field values',1,1,1,0,1,0,0,0,1,0,0,0,0,0,0

'Substitution Cipher',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'ASP.NET MVC using ViewData in javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Traversal of a tree to find a node',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'onToped JFrame opens JDialog = dialog not ontoped over JFrame',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Sample xml configuration for log4j have a main java application and want to write to file',1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

'How to solve Maven dependency on rt.jar for OS X',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Parse.com date issues using javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Can the model refresh the view',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'algorithm to find max and min in a increasingdecreasing increasing and decreasing array',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to replace n with <br /> in JavaScript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to convert a java application into java plugin  whether code remains same or need to be changed',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'JButton Customization Issue',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to check that user enter a valid english word in javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Do not execute function (click) until previous event is completed',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Regarding significance of synchronization',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Play 2 with Scala or Java',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'toString() of Integer or Boolean without returning Object ID',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Implement getMaxAmplitude for audioRecord',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java Active Remote Compiler (JARC) - Not Bound exception',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Glassfish JNDI Tree Linking',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to reference maven jar to jsp',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to add component hidden and then slide it in',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Double click function in jQuery is not working',1,1,1,0,0,0,0,0,0,1,0,0,0,0,0

'Swap digit pairs in an integer without using an array or a string',1,0,0,0,1,0,0,0,1,0,0,0,0,0,0

'Extracting text from various file formats',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to find classes without unit tests',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'calling jQuery effect without an event',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'how to extract an element of JTextArea',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'GAE with JPA and REST: Produce Entity (as json or xml) with the datastore.Key',1,1,0,0,0,0,0,1,1,0,0,0,0,0,0

'I have been asked to prototype a web application which route to take',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Jquery access function outside of var',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Sorting objects according to a specific rule',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to Iterate this textboxs via JQuery',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript class call',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'run function when page is loaded',1,1,1,1,0,0,0,0,0,0,0,0,0,0,0

'create dialog without id and append in jquery',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'center-of-gravity class for a Java program',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Spring AOP Parameterized Annotation',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Deep bean copy with strategy for null property instantiation',1,0,0,0,0,0,0,0,0,0,0,0,0,0,1

'JQuery Click Handler',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'Countdown on Button - Android',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Call Mac OS X Get Info dialog from Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'JBoss 5.1 shows Failed to process changes when hot-deploying a WAR',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Rails 3 pulling data from another site',1,0,1,0,0,0,1,0,0,0,0,0,0,0,0

'Javascript Modular Layout : How to call a function defined in one module from another',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'JavaScript will alert nodeValue but when trying to display the text its null or causes errors',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Jquery Animation failing initially in Safari',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Jquery - how to load everything except the images',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'SHA512 hashing with secret key',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'catching button clicks in javascript without server interaction',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Login in web page with cookies in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'What is the best way of instantiating many JavaScript objects',1,1,1,0,1,0,0,0,0,0,0,0,0,0,0

'How to let marked and google-code-prettify work together',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Recently assigned variable loses its value in the next line',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Change the functionality of text field on button click',1,1,1,0,1,0,0,0,1,0,0,0,0,0,0

'Correct way to build classes in JavaScript',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Should I use default access modifier or not -- Coding practice',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'Using javaScript with Custom entities in MS CRM 4.0',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'caching the this selector css',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'phoneGap: getDevicePosition',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Overlays not working in Google MapView Tutorial Android',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'Keep values in html form below set amount',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Gson (Json) parse exception',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'JavaScript SDK events dont fire',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to trigger enter key press of textbox',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Creating a Glowing Sphere in Java3D',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How important are naming conventions for getters in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to use YUI3 on node',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Random character generator with a range of (A..Z 0..9) and punctuation',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Google maps current position in distance calculator',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript not running on Firefox',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Regex; backreferencing a character that was NOT matched in a character set',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'java: how to both read and write to & from process thru pipe (stdin/stdout)',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'How Do I Run IntelliJ IDEA 9 as a 64-bit Process',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript callback on blackberry',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Submit form to 2 different action page',1,0,1,0,0,0,0,1,0,0,0,0,0,0,0

'How to implement client pull javascript',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'TextField value when tried to get in javascript using jQuery is empty',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'Using jetty plus in equinox jetty bundle',1,0,0,0,1,0,0,0,1,0,0,0,0,0,0

'Get number of columns created by css column-width',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'One object (java bean) as data source on iReport (Jasper report)',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'jsp request.getParameter in if condition',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'This difference',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Looking for design pattern to create multiple models/collections out of single JSON responses',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Raphael Object Width',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Scala URLClassLoader ClassNotFoundException',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Catching 302 FOUND in JavaScript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Unable to instantiate a class using classloader',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Eliminating port number in the url',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'jQuery simple clone plugin - change input name format',1,1,1,0,0,0,0,1,0,0,0,0,0,0,0

'java data structure that retains order does not allow duplicates and allows removal and insertion other than by object',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How can i determine which servlet spec version a java WAR file uses',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Spring Form Taglib and Custom Attributes from Item List',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Touch event on midlet command',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Adobe AIR memory leaks',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Getting Class type from String',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to send datagram packet through Internet',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Can I get the number of the current frame in an HTML5 video',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to display 2nd ajax response in jquery dialog Conflict between responses first one displayed in div works 2nd one only alerts',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'How do I limit the number of <select>s in a form to no more than 10',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'validate phone number before saving',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Could not resolve placeholder for context:property-placeholder',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Document Model in Java GUI',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'JQuery not playing multiple sound files or delaying events',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'Regex to split a string (in Java) so that spaces are preserved',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'When removing inside foreach do we need to step back',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Is a genetic algorithm a correct approach to this problem',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'drag bookmarklet ie',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Better performance for slideshows',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Combo Box and Search Component in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'SQL Queries to be used to find path between two points',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java plug-in Extension Point',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Dumb quotes into smart quotes only for text not HTML code',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'How to structure a threaded TCP client in Java',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Refer to immediate selector object with jQuery',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Parent Key Not Found - Spring Transaction Management',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Read from Process only works when the process has exited',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Setting Google Spreadsheet cell values from array but all values are the same',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Facebook Defaulting to the Old Auth Dialog',1,0,1,0,0,0,0,0,0,1,0,0,0,0,0

'Ensuring that the serialization of an object is done correctly',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to make text area text automatically go to the next line when line is finished',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'CNAME and cookies',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'ExtJs - Tree Drag Drop - Set the newly dragged node to be the selected one',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Hibernate Transaction question',1,1,0,0,0,0,0,1,0,0,0,0,0,0,0

'JQuery Mobile page breaks randomly',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'Figuring out that value of input field has changed',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript multidimensional array updating specific element',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'DOM Exception when assigning HTML entities to innerHTML',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Determine if JavaScript value is an integer',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Why is there a difference in values when I am reading from oracle DB and storing the retrieved number in a string.',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'how to remove matched tags but leave content with JQuery',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'What exactly is a reference',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to Rotate an Object and Reset its Rotation to Zero',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'apply values of inputs to all its td innerhtml',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Jersey + Jackson deserialization problem with date object',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Extendable double-linked tree implementation in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,1,0

'GAE/GWT server side data inconsistent / not persisting between instances',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Variable not found. Referencing objects from another class',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Android get specific value on array on other class',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Where did all the java applets go',1,1,0,1,0,0,0,0,1,0,0,0,0,0,0

'Stopping default behavior of events in Swing',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to reduce application deploy time on Websphere 7',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'On Joomla html tabs default code how to change the active tag using external javascript',1,0,1,0,1,0,0,1,0,0,0,0,0,0,0

'How to Convert negative decimal to binary number and and use shift operators in Java',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Gmap: how to draw squares on Earth (lat lon)',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Including a java inner class file to JAR using GNU make',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'Javascript or JQuery for ASP.NET RadioButtonGroup',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Phonegap + Android: disable bounce and highlight effect on scrolling',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Using the MVP pattern',1,0,0,0,1,0,0,1,0,0,0,0,0,0,0

'Google gadget Unique ID',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Taking input from a text field in one class and scanning it in a different class',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'escaping data passed by python to Javascript (JSON)',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'426 Failure writing network stream. received when trying connect to an FTP site with Javas URL Class',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Populate an array to consist of all of the values in an html select list using jQuery',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Binding a callback in Backbone.js and Underscore.js',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Flash Player scripting + IE8',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to include external javascript file on child window',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Unusual Illegal Forward Referance Java Compile error',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java: Saving StreamResult to a file',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript function making the Iframe display in the whole browser after an action in iframe',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Java Tree Debugging',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Dynamic injection of bean properties based on a locale variant in Spring',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Is there a way to detect whether an external javascript file is fully loaded',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Fail to insert values into custom cascading list in JIRA via SOAP',1,1,0,0,1,0,0,0,1,0,0,0,0,0,0

'Inner classes not being included in jar file',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Problem in executing the javascipt code in address bar',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'javascript json request with some parameters',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'IE8 not initializing function properties in javascript.',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Panel Using Swings',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Crop image white space automatically using jQuery',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Accessing an object class variable in ArrayList (java)',1,1,0,0,0,0,0,0,0,1,0,0,0,0,0

'jQuery resize flash twitch in safari',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'missing ) after argument list else { - i cant see it',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to make my application accessible outside of my network',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How can this iteration done in java',1,0,0,0,1,0,0,0,0,1,0,0,0,0,0

'Regex for file path validation',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'how to find k nearest values to a value with hibernate',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'Google Analytics Tracking Code Mobile',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to use Regular Expression in StringTokenizer',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Question about raw Javascript vs frameworks in interviews',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'jQuery access java Map of string object where the object is a map of strings',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'Dalvik memory allocation',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Ctrl+Enter jQuery in TEXTAREA',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Why isnt GetElementsByTagName working in this form',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'CruiseControl user/password',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Redirect to parent via iFrame from MVC Action using javascript',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Possible to spoof iPad UA in Safari through script',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Why does an anonymous function have access to a variable from the function it is defined in',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'How Can I Limit The Number of JQuery Cloned Divs',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'.Net javascript shared enum',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Check if ArrayList<String> contains part of a string',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Cannot implement Primefaces chart properly',1,1,1,0,1,0,0,0,0,0,0,0,0,0,0

'minus equals in javascript - What does it mean',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Large backbone.js web app organization',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Embed mustache template into another template',1,0,1,1,0,0,0,0,0,0,0,0,0,0,0

'setTimeout function in chrome extension popup.js issues',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Java GUI Rotation and Translation of Rectangle',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'java.util.Scanner read remaining content',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to validate/invalidate sessions jsp/servlets',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Implements keyword in android',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'GUI layer vs Code layer vs Swing',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to sign a custom JCE security provider',1,1,0,0,1,0,0,0,0,0,0,0,0,0,1

'Parsing xml in eclipse',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'Javascript - Waiting for event before proceeding',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'java.net.SocketPermission - strange behaviour',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'What are the Basic things Require to create project in java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Performance characteristics of memory mapped file',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'How to read write this in utf-8',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Simple In-Browser Timeline',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to filter entities by their parents in Many-To-One in AppEngine using JDO',1,1,0,0,1,0,0,1,0,0,0,0,0,0,0

'How to get the Last Day of the Current month using javascript',1,1,1,0,0,0,0,1,0,0,0,0,0,0,0

'document.width - IE Bug',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'how to strip namespaces with e4x',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Profiling short-lived Java applications',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to make a greasemonkey user script that replaces link',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

' is not a function error',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'javascript test if div has text in it',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Mvn gae:deploy',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'What is the use of access modifiers in Spring AOP expression',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Calling a custom javascript function from within a java program using envjs/rhino',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Two things: Eclipse says must be static for EVERYTHING! and This method must return a result of type boolean while it returns true',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Should I override frameInit for initialization code in a Swing GUI',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Auto-suggest library',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'jqGrid Drag and Drop Rows',1,1,1,0,1,0,0,1,0,0,0,0,0,0,0

'Making only portion of screen modal with jQuery UI',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How can I get Screw.Unit to Run on Internet Explorer',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to Strip Out the Text From And Html String in Java',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'Building error in Eclipse with build.xml',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Restricting a JFileChooser to a certain directory',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Get file from javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Google GWT error 404',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'How can I stop a HTML page after the <head></head> loads using javascript',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'Changing values in dynamically generated html using Jquery',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'JFreeChart xAxis as milliseconds',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'What is the solution for this to capture the date in between the String using regex',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'Encapsulate global config variables as static',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Array query Index out of bounds',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to execute a windows executable remotely from a java server',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'Tiny Scrollbar doesnt work for twice in web page',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'object access in a function doesnt work',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Creating points on a website that I could scroll to using keyboard arrows',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Adding documentation for rxtx in eclipse',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Ajax call with works only twice',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'Javascript Object Constructors with Different Prototypes Confusion',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Where is the latest JDK6 source code',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'Is it possible to make this page an offline web app to the iPhone',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'how to use javascript to open only ie window',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'What does style xyz.css inside a javascript file mean',1,0,1,0,0,0,0,0,0,1,0,0,0,0,0

'Getting the class of the element that fired an event using JQuery',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'arrow control for Galleria',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript double click text transform into textbox',1,0,1,0,0,0,0,0,0,0,0,0,0,1,0

'Unreal value when condition change',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Use reflection to iterate over class members',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

